,text,Food Probability,Place Probability,Service Probability,Topic
1371,SEA has become so popular that they've let it go to their heads.,0.33333334,0.33333334,0.33333334,Food
1372,We walked in on a Wednesday night and were seated promptly.,0.09595608,0.8122933,0.09175063,Place
1373,Chennai Garden is my favorite Indian restaurant in the city.,0.533299,0.07143198,0.39526898,Food
1374,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",0.79265755,0.040442094,0.16690041,Food
1375,Oh yeah ever on the west side try there sister resturant Arties Cafe.,0.1175336,0.47467756,0.40778887,Place
1376,(Besides that there should be more restaurants like it around the city).,0.08290843,0.0705461,0.8465455,Service
1377,My roommate and I LOVE this place.,0.11841488,0.16161112,0.71997404,Service
1378,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",0.16480514,0.09869763,0.7364973,Service
1379,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,0.043358807,0.3107308,0.64591044,Service
1380,Not worth it.,0.17121977,0.17104813,0.6577321,Service
1381,"In the evening, this place attracted a well dressed, with it, NY crowd.",0.7397979,0.08293066,0.17727144,Food
1382,"They have it all -- great price, food, and service.",0.07273552,0.8506681,0.076596394,Place
1383,"So close, but not good enough.",0.08886857,0.8229791,0.08815237,Place
1384,This was on a Tuesday night.,0.6246409,0.19829486,0.17706428,Food
1385,Its also a bit of a hassle to get to without a car (I happen to live in Inwood).,0.09266734,0.8007449,0.10658781,Place
1386,"The flavors are great, and the menu is extensive.",0.10968225,0.10531641,0.78500134,Service
1387,"The food was amazing, the service was so attentive and personable, and how about that ambience!",0.057178598,0.6230851,0.31973636,Place
1388,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",0.08297828,0.8443919,0.072629854,Place
1389,The food has been consistant for years and it never lets you down.,0.07012812,0.8462833,0.0835885,Place
1390,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,0.08713635,0.18839481,0.7244688,Service
1391,"And forget what you read under me, the atmosphere isn't that bad either.",0.1678577,0.6584126,0.1737297,Place
1392,"Don't waste your time, or money!!",0.11770264,0.11897099,0.76332635,Service
1393,"They don't concern much of customer's health, just want to make money.",0.067945234,0.8591504,0.072904356,Place
1394,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",0.04331924,0.6240719,0.33260888,Place
1395,sometimes i get good food and ok service.,0.087975174,0.8225105,0.08951438,Place
1396,We just ate at Kai and were disapointed.,0.33333334,0.33333334,0.33333334,Food
1397,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",0.091179274,0.7613635,0.14745721,Place
1398,This was a great surprise.,0.117501795,0.134754,0.74774426,Service
1399,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",0.04059972,0.91768485,0.041715406,Place
1400,The food was spicy and delicious.,0.10347818,0.789921,0.106600806,Place
1401,I went with my fiance on a Tuesday evening.,0.7723131,0.11453115,0.11315576,Food
1402,A little overpriced but worth it once you take a bite.,0.08933221,0.092707284,0.8179605,Service
1403,It was wonderful.,0.18283185,0.6489993,0.16816887,Place
1404,Went for a late weekday lunch.,0.8276823,0.08681213,0.08550557,Food
1405,I just don't understand all the hype...,0.33333334,0.33333334,0.33333334,Food
1406,Bartender was unable to tear himself away from friends at bar.,0.7730753,0.113214366,0.11371034,Food
1407,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",0.048310712,0.49658674,0.45510256,Place
1408,Dahkin also offers prix fixe lunch and buffet.,0.115443714,0.79360515,0.09095106,Place
1409,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",0.058191855,0.390872,0.5509361,Service
1410,You can barely see who you are with never mind have a conversation.,0.17016566,0.6412075,0.18862684,Place
1411,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,0.072136626,0.28051484,0.6473485,Service
1412,I don't get it either.,0.33333334,0.33333334,0.33333334,Food
1413,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,0.50479263,0.43736425,0.057843108,Food
1414,Great place to grab a hot bagel on the way to work.,0.33436456,0.1016049,0.5640305,Service
1415,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",0.61205727,0.3006432,0.08729955,Food
1416,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",0.73884195,0.04001755,0.22114053,Food
1417,One of my favorite places in Manhattan.,0.12201298,0.15557249,0.7224145,Service
1418,"They brought glasses and the bottle, and just left the bottle at our table.",0.089408986,0.81250596,0.09808508,Place
1419,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",0.057556096,0.6624923,0.27995163,Place
1420,We were looking forward to nice glass of Sangria when we arrived.,0.070269115,0.07229012,0.85744077,Service
1421,I would highly recommand requesting a table by the window.,0.7575898,0.09364727,0.14876291,Food
1422,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",0.37100226,0.5812795,0.047718197,Place
1423,I for one will never patronize them again.,0.17016941,0.6409774,0.18885326,Place
1424,I stumbled upon this great pizzeria as I explored my new neighborhood.,0.11558664,0.76173097,0.12268242,Place
1425,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",0.7992735,0.10161051,0.099116,Food
1426,"The service, however, was a bright flower in a garden.",0.114009224,0.71102476,0.174966,Place
1427,"So, again, give it a try.",0.6502623,0.16985278,0.17988491,Food
1428,Stay far away from this place.,0.64552885,0.22714026,0.12733091,Food
1429,We will come back!!!,0.52927846,0.11894276,0.35177878,Food
1430,We've been to Grocery three times and not once has an item on the menu disappointed.,0.43323892,0.073606506,0.4931546,Service
1431,"The food is very good too but for the most part, it's just regular food, nothing special.",0.047858518,0.90519506,0.04694644,Place
1432,A touch more jalapeno heat for contrast and it would have been very good indeed.,0.13075711,0.24354237,0.62570053,Service
1433,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,0.6973837,0.04405952,0.25855678,Food
1434,We'd go back again,0.17833832,0.17116924,0.6504924,Service
1435,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",0.19348057,0.29716843,0.50935096,Service
1436,The location is perfect.,0.11621217,0.13427608,0.7495117,Service
1437,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",0.04241779,0.91185504,0.045727182,Place
1438,The lunch special is an asbolute steal.,0.7642293,0.11926615,0.11650454,Food
1439,This food is asian-air fusion.,0.17487,0.64271754,0.18241252,Place
1440,Nothing fancy but really good food with pretty reasonable price.,0.05006744,0.4591062,0.49082634,Service
1441,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",0.076998726,0.8485072,0.074494034,Place
1442,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",0.30268246,0.6482487,0.049068876,Place
1443,i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.,0.05313553,0.042128015,0.9047364,Service
1444,"But on a lazy Saturday night, we ended up going.",0.8210298,0.08885267,0.090117574,Food
1445,There are a few Italian employees who may not speak the best English but for me that adds to the experience.,0.8072404,0.10555437,0.087205224,Food
1446,"I have never eaten in the restaurant, however, upon reading the reviews I got take out last week.",0.04623511,0.0450198,0.9087451,Service
1447,Once for dinner and once for brunch.,0.61862296,0.19645502,0.18492204,Food
1448,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",0.41524082,0.05287349,0.5318857,Service
1449,Not worth the prices.,0.12189927,0.12073574,0.757365,Service
1450,Would recommend - perfect for those looking for a place close to grand central.,0.14433149,0.47023612,0.38543236,Place
1451,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,0.08009732,0.847759,0.072143644,Place
1452,Service was good and food is wonderful.,0.070819244,0.85891885,0.0702619,Place
1453,I only have friends.,0.6583098,0.17317232,0.16851786,Food
1454,She gets 10 for her excellent service and advice.,0.08672242,0.82609826,0.08717933,Place
1455,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,0.84016573,0.08437367,0.075460635,Food
1456,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",0.47637647,0.45574284,0.06788067,Food
1457,Please save yourself the frustration.,0.11221179,0.39402524,0.49376297,Service
1458,And I say snacking because it really is not set up to be a proper dinner.,0.13368733,0.7475125,0.118800126,Place
1459,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,0.04668415,0.91214013,0.041175768,Place
1460,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",0.20775613,0.74185157,0.050392278,Place
1461,(Always ask the bartender for the SEASONAL beer!!!,0.12841953,0.24860449,0.622976,Service
1462,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",0.11275971,0.488792,0.3984483,Place
1463,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",0.54802835,0.11509704,0.3368746,Food
1464,sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,0.08467432,0.08966584,0.8256599,Service
1465,And comparing it to the Chinatown restaurants is simply not fair.,0.18107109,0.1188794,0.7000496,Service
1466,Service and food is what any one would expect when spending that type of money.,0.063493304,0.07749346,0.85901326,Service
1467,LOVE the atmosphere - felt like I was in Paris.,0.06791956,0.09311679,0.8389637,Service
1468,Every course was better than the next.,0.07675059,0.12484034,0.7984091,Service
1469,"Not cheap, but not that expensive either.",0.13386928,0.75333816,0.11279252,Place
1470,The staff is incredibly helpful and attentive.,0.36812055,0.54714763,0.08473183,Place
1471,"If presentation and service is your thing, then this magic show works.",0.82316244,0.09868874,0.07814878,Food
1472,"Apparently, the good cook works then.",0.81442964,0.097002156,0.08856822,Food
1473,I was pleasantly suprised.,0.33333334,0.33333334,0.33333334,Food
1474,The Yellowtail was particularly good as well.,0.7330963,0.14741032,0.119493365,Food
1475,One less manhattanite the better.,0.11933631,0.1450528,0.73561084,Service
1476,Everyone is welcomed in as family.,0.53315884,0.35421157,0.112629615,Food
1477,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,0.119719915,0.7657067,0.11457339,Place
1478,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",0.055527013,0.8336282,0.11084483,Place
1479,"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",0.15810324,0.71831393,0.1235828,Place
1480,Patroon features a nice cigar bar and has great staff.,0.11527938,0.097911015,0.7868096,Service
1481,"Hey, I think $2+ for a 5 block walk ain't bad.",0.13948244,0.73666453,0.123853,Place
1482,Very affordable and excellent ambient!,0.1769774,0.64942205,0.17360061,Place
1483,Look elsewhere.,0.18248838,0.18242222,0.6350894,Service
1484,"More important, the sushi rivals the best in Tokyo.",0.57387847,0.12103363,0.30508792,Food
1485,I have never had cheescake like this.,0.11537543,0.15276553,0.731859,Service
1486,"Bill a little high, but worth it.",0.2885527,0.06884713,0.6426002,Service
1487,"I seriously doubt I will ever dine at Jimmy's Bronx, or for that matter, Jimmy's Uptown, again.",0.50440174,0.38238165,0.11321658,Food
1488,Everyone I bring here always loves it.,0.074312136,0.6508354,0.2748524,Place
1489,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",0.16560791,0.5661575,0.2682346,Place
1490,Worth a visit.,0.11556081,0.117127806,0.7673114,Service
1491,A real dissapointment.,0.33333334,0.33333334,0.33333334,Food
1492,Its a go-to for dates as well as entertaining out of town guests.,0.82032037,0.09371863,0.085961014,Food
1493,Why do people rave about the ambience.,0.13671598,0.11902431,0.7442597,Service
1494,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,0.16659203,0.76100427,0.07240372,Place
1495,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",0.09445917,0.088623144,0.8169177,Service
1496,Great sushi experience.,0.4756351,0.096939236,0.42742565,Food
1497,"If you're looking for a great meal at a decent price, go to Del Frisco's!",0.8473508,0.07698322,0.07566601,Food
1498,They charge $6.00 for rice.,0.16890691,0.64781445,0.18327868,Place
1499,My steak au poivre was one of the worst I've had.,0.6562151,0.17657162,0.16721332,Food
1500,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",0.4207407,0.5063047,0.072954655,Place
1501,The owner and staff are all Japanese as well and that adds to the entire ambiance.,0.44330698,0.48496136,0.07173162,Place
1502,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",0.04647666,0.8964948,0.057028476,Place
1503,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",0.08774539,0.8364595,0.07579511,Place
1504,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,0.043131955,0.9132456,0.04362244,Place
1505,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",0.30528304,0.070513494,0.62420344,Service
1506,I will be going back and heartily recommend it!,0.7801591,0.08689821,0.13294269,Food
1507,Would definitely visit again.,0.086967185,0.08796458,0.8250683,Service
1508,Definitely worth the trip to Battery Park City!,0.08697775,0.08634212,0.8266801,Service
1509,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",0.051357623,0.8337112,0.11493119,Place
1510,The place was real empty but that was because this was the first Sunday they ever opened.,0.084636904,0.84135264,0.07401042,Place
1511,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,0.064199746,0.053504046,0.88229626,Service
1512,"Ambience is delightful, service impeccable.",0.3245641,0.527365,0.14807092,Place
1513,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",0.5832468,0.34497035,0.071782775,Food
1514,Tasty but expensive.,0.7620621,0.1233753,0.11456266,Food
1515,You get the sense that the people there care about their restaurant and about your experience and that is very nice.,0.55342627,0.071423426,0.37515032,Food
1516,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",0.15729828,0.7658404,0.076861344,Place
1517,so i thought why not change it up a bit.,0.19332401,0.1918637,0.6148123,Service
1518,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,0.46192068,0.3769978,0.16108154,Food
1519,Although be warned their dinner menu to sit and take out prices are different.,0.88153774,0.060576648,0.057885613,Food
1520,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",0.0679789,0.52740085,0.40462023,Place
1521,P.S. Please don't tell anyone in my family i eat there.,0.33378845,0.5764402,0.089771315,Place
1522,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",0.62093383,0.025006099,0.35406008,Food
1523,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,0.11567318,0.11860641,0.76572037,Service
1524,"To celebrate a birthday, three of us went to Mare anticipating great food.",0.68980634,0.23206647,0.0781272,Food
1525,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,0.06385386,0.43723455,0.4989116,Service
1526,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,0.050966688,0.8919981,0.0570352,Place
1527,"I went to pams with my girlfriend, and i love it.",0.43897226,0.11410067,0.44692707,Service
1528,"But for whatever reason, prices are about twice as high.",0.52308595,0.08942367,0.3874904,Food
1529,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,0.051136397,0.055163834,0.8936998,Service
1530,Great atmoshere and worth every bit.,0.099552594,0.09286354,0.80758387,Service
1531,We had a most unpleasant experience at this restaurant.,0.76848084,0.11444017,0.117079,Food
1532,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",0.28930002,0.6642587,0.0464413,Place
1533,The staff was knowledgeable and full of personality.,0.101289965,0.08774841,0.81096166,Service
1534,Great staff.,0.67153805,0.18610518,0.14235677,Food
1535,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",0.054502815,0.4884327,0.45706445,Place
1536,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",0.30182457,0.6431336,0.055041842,Place
1537,The banana tower is an amazing dessert as well.,0.39541557,0.51934934,0.08523515,Place
1538,I went there with my friend last saturday.,0.86044997,0.06820525,0.07134472,Food
1539,"Excellent atmosphere, delicious dishes good and friendly service.",0.044005938,0.91161674,0.044377305,Place
1540,A cool place to hang with your friends for a couple of healthy drinks and desserts.,0.18166764,0.7632002,0.05513217,Place
1541,"Great vibe, lots of people.",0.12157888,0.14264862,0.7357725,Service
1542,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",0.07897238,0.050311204,0.87071645,Service
1543,Just an odd group.,0.65585256,0.17130587,0.17284161,Food
1544,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",0.043789208,0.041081756,0.915129,Service
1545,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",0.08438334,0.07452575,0.8410909,Service
1546,I love this place!,0.11841584,0.16146988,0.72011423,Service
1547,it is not consistent.,0.16725016,0.66495997,0.16778992,Place
1548,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,0.115044296,0.707814,0.17714171,Place
1549,Great food and the prices are very reasonable.,0.0742182,0.10170021,0.8240816,Service
1550,Wine list is not huge but def well selected.,0.732813,0.20672534,0.060461644,Food
1551,"A cool bar with great food, and tons of excellent beer.",0.06830205,0.6624795,0.26921847,Place
1552,"Be sure to try the seasonal, and always delicious, specials.",0.3086956,0.6200234,0.071280956,Place
1553,The ambience is authentic and relaxing and we have always received attentive and prompt service.,0.055972986,0.32337874,0.6206483,Service
1554,"Fresh, authentic, french cuisine in substantial portions.",0.061227288,0.08474132,0.8540314,Service
1555,"Drinks got screwed up, she acted put upon.",0.17519581,0.6527216,0.17208259,Place
1556,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,0.056430094,0.47926345,0.4643065,Place
1557,"At 5 dumplings for $1, you just cannot go wrong.",0.116133414,0.4928769,0.39098966,Place
1558,But the pizza is way to expensive.,0.7650144,0.12243844,0.11254714,Food
1559,"And the staff is also young, energeic and hot!!!!",0.7397545,0.13691375,0.123331726,Food
1560,"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",0.4089231,0.043564543,0.54751235,Service
1561,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",0.5328525,0.31796914,0.14917837,Food
1562,We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,0.098046854,0.7976657,0.10428745,Place
1563,Good drink.,0.11898512,0.7646311,0.11638378,Place
1564,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",0.059391707,0.67559344,0.26501486,Place
1565,Was there Friday night.,0.62437034,0.19855423,0.17707545,Food
1566,We had a girls' night dinner here for restaurant week.,0.5863838,0.076088086,0.33752808,Food
1567,Romantic if you want it to be (brightly lit).,0.12657326,0.7603984,0.11302831,Place
1568,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",0.61797106,0.07941489,0.30261403,Food
1569,I recommend it!,0.6556351,0.17297384,0.17139104,Food
1570,I have taken practically every guest that has come to visit me in NY and hooked a few New Yorkers onto Peep as well.,0.8418681,0.07222117,0.085910685,Food
1571,enough said!,0.17008118,0.6540944,0.17582443,Place
1572,I don't live in NY but my best friend does.,0.80132395,0.10166637,0.09700966,Food
1573,My chow fun and chow see was really bland and oily.,0.17256951,0.658968,0.16846251,Place
1574,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",0.6137841,0.34250212,0.04371378,Food
1575,"we did notice however, that some tables had what looked like pita instead of naan.",0.07216104,0.07661874,0.8512202,Service
1576,"I didn't take a look at the rest menu, but the oysters were fantastic.",0.0793482,0.83486253,0.08578928,Place
1577,After the review I treked into Brooklyn.,0.17139702,0.16812922,0.66047376,Service
1578,The grilled cheese at home afterwards was better.!!,0.11716243,0.111656286,0.7711813,Service
1579,We were pleasantly greeted.,0.33333334,0.33333334,0.33333334,Food
1580,The red sliding doors may be unique but they do not block off the cold air from the outside.,0.36486906,0.094682634,0.5404483,Service
1581,"Great service, great food.",0.07034706,0.8561761,0.07347689,Place
1582,"The food is expensive, but worth every bite.",0.4885711,0.0944537,0.4169752,Food
1583,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",0.058700398,0.8818355,0.059464026,Place
1584,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,0.4436665,0.5024807,0.053852804,Place
1585,In summer-eat outside on a terrace (another great feature of Suan)!!!,0.08796383,0.8095123,0.10252383,Place
1586,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",0.040592927,0.606612,0.35279506,Place
1587,"Recommendations, of course, are required!",0.45681238,0.42456818,0.11861947,Food
1588,We did have to wait at the bar for approx.,0.6511995,0.17976859,0.1690319,Food
1589,You fellas above says its the best Taiwanese restaurant in town.,0.82340103,0.08827182,0.08832718,Food
1590,"Yeah, it's that good.",0.1845668,0.63671494,0.17871824,Place
1591,"If you love seafood, you would love this place!",0.06985294,0.07530394,0.85484314,Service
1592,"Good, fast service.",0.0886424,0.48629776,0.42505988,Place
1593,Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.,0.46058032,0.06497867,0.47444105,Service
1594,They charge different prices all the time.,0.5631443,0.094426975,0.34242868,Food
1595,"To dine at Thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside.",0.14694956,0.7564264,0.09662405,Place
1596,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",0.08624543,0.103639945,0.8101146,Service
1597,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",0.7704648,0.18122238,0.048312888,Food
1598,"I am so coming back here again, as much as I can.",0.14723311,0.09382176,0.75894517,Service
1599,I have been going back again and again.,0.13568772,0.11435205,0.74996024,Service
1600,"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",0.8165125,0.09196633,0.091521166,Food
1601,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,0.8182572,0.09153638,0.090206444,Food
1602,"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",0.076948985,0.8405401,0.08251091,Place
1603,Love the Jazz bands on Fri and Sat.,0.168186,0.1702564,0.6615576,Service
1604,"Overall, excellent restaurant!",0.7934907,0.114774615,0.09173467,Food
1605,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",0.066029295,0.8823864,0.051584296,Place
1606,The servers give you some sample slices of your order while you wait (shortly I might add).,0.83534557,0.08152593,0.08312853,Food
1607,The service was ok.,0.17297132,0.6466549,0.18037379,Place
1608,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",0.8143029,0.026758835,0.15893829,Food
1609,I ate here for the first time and absolutely loved it!,0.09127739,0.096767046,0.8119556,Service
1610,"Don't expect to sit down inside though, there are only a few tables and they are always full.",0.077735,0.7625837,0.15968136,Place
1611,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",0.07653688,0.8542242,0.06923889,Place
1612,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",0.38492736,0.56069285,0.054379784,Place
1613,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,0.26265976,0.0529386,0.68440163,Service
1614,This is by far my favorite place in the neighborhood.,0.08888016,0.41154242,0.49957743,Service
1615,But too far east!,0.17376299,0.2164548,0.6097822,Service
1616,Satisfying.,0.33333334,0.33333334,0.33333334,Food
1617,Highly Highly Highly recommended!,0.86453706,0.06785812,0.067604825,Food
1618,it's the only place you can get yummy authentic japanese comfort food.,0.088361286,0.7255868,0.18605192,Place
1619,We took advanatage of the half price sushi deal on saturday so it was well worth it.,0.63332516,0.04498584,0.32168898,Food
1620,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,0.9322363,0.033238217,0.034525458,Food
1621,"This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris.",0.02918115,0.552997,0.41782182,Place
1622,We were fast to order the appetizer platter since we were very hungry.,0.3166457,0.08620829,0.59714603,Service
1623,"The staff are attentive, and have smiles on their faces.",0.7539999,0.12071118,0.12528896,Food
1624,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,0.48861912,0.105927765,0.40545318,Food
1625,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",0.25145105,0.6944519,0.054097034,Place
1626,"Largest and freshest pieces of sushi, and delicious!",0.09223474,0.20232119,0.7054441,Service
1627,Even the pasta is delicious here (a rarity in New York pizza restaurants).,0.44001344,0.088595584,0.47139096,Service
1628,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",0.25824177,0.0708648,0.67089343,Service
1629,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",0.07136839,0.080079295,0.84855235,Service
1630,After my 3rd time the manager remembered me and treated me like an usual customer.,0.055647366,0.7007242,0.2436284,Place
1631,This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.,0.07526494,0.5538883,0.37084675,Place
1632,now if they could only get a toaster.,0.18221086,0.1764481,0.64134103,Service
1633,You will find yourself returning quite often.,0.07320796,0.6701746,0.25661746,Place
1634,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",0.90650547,0.041924983,0.05156948,Food
1635,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,0.86053944,0.06995196,0.06950863,Food
1636,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",0.07196184,0.6127661,0.31527203,Place
1637,Fish is so very fresh.,0.12019221,0.114400834,0.76540697,Service
1638,The prices were CHEAP compared to the quality of service and food.,0.059400976,0.8802336,0.06036544,Place
1639,Go only if you are already in the neighborhood and don't want to bother going farther for a better place.,0.08420356,0.83641326,0.079383194,Place
1640,"Top spot in town for Vietnamese classics, better than places that cost a lot more.",0.18704471,0.7374282,0.07552712,Place
1641,less wait time for me!,0.42166656,0.09530412,0.48302934,Service
1642,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",0.08648659,0.8181795,0.09533392,Place
1643,"The decor is really blah, and not at all hip or happening.",0.130576,0.75611305,0.11331091,Place
1644,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",0.11779357,0.12669137,0.7555151,Service
1645,You cannot go wrong at the Red Eye Grill.,0.1701868,0.66155905,0.16825415,Place
1646,It appears to be the owner's first venture and it shows.,0.115323775,0.7876071,0.09706915,Place
1647,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",0.8833114,0.06745242,0.04923619,Food
1648,I go twice a month!,0.33333334,0.33333334,0.33333334,Food
1649,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,0.03732068,0.9213913,0.041288063,Place
